ID=    1, predicted=  3, true=  3, accuracy=1.00
ID=  518, predicted=  5, true=  5, accuracy=1.00
ID=  519, predicted=  5, true=  5, accuracy=1.00
ID=  520, predicted=  5, true=  5, accuracy=1.00
ID=  521, predicted=  5, true=  5, accuracy=1.00
ID=  522, predicted=  2, true=  2, accuracy=1.00
ID=  523, predicted=  2, true=  2, accuracy=1.00
ID=  524, predicted=  2, true=  2, accuracy=1.00
ID=  525, predicted=  4, true=  4, accuracy=1.00
ID=  526, predicted=  4, true=  4, accuracy=1.00
ID=  527, predicted=  4, true=  4, accuracy=1.00
ID=  528, predicted=  2, true=  2, accuracy=1.00
ID=  529, predicted=  2, true=  2, accuracy=1.00
ID=  530, predicted=  2, true=  2, accuracy=1.00
ID=  531, predicted=  2, true=  2, accuracy=1.00
ID=  532, predicted=  7, true=  7, accuracy=1.00
ID=  533, predicted=  7, true=  3, accuracy=0.00
ID=  534, predicted=  3, true=  7, accuracy=0.00
ID=  535, predicted=  3, true=  7, accuracy=0.00
ID=  536, predicted=  7, true=  7, accuracy=1.00
ID=  537, predicted=  7, true=  7, accuracy=1.00
ID=  538, predicted=  7, true=  7, accuracy=1.00
ID=  539, predicted=  7, true=  7, accuracy=1.00
ID=  540, predicted=  5, true=  5, accuracy=1.00
ID=  541, predicted=  5, true=  5, accuracy=1.00
ID=  542, predicted=  5, true=  5, accuracy=1.00
ID=  543, predicted=  5, true=  5, accuracy=1.00
ID=  544, predicted=  5, true=  5, accuracy=1.00
ID=  545, predicted=  5, true=  5, accuracy=1.00
ID=  546, predicted=  2, true=  2, accuracy=1.00
ID=  547, predicted=  2, true=  2, accuracy=1.00
ID=  548, predicted=  2, true=  2, accuracy=1.00
ID=  549, predicted=  4, true=  4, accuracy=1.00
ID=  550, predicted=  4, true=  4, accuracy=1.00
ID=  551, predicted=  3, true=  4, accuracy=0.00
ID=  552, predicted=  4, true=  4, accuracy=1.00
ID=  553, predicted=  3, true=  4, accuracy=0.00
ID=  554, predicted=  2, true=  2, accuracy=1.00
ID=  555, predicted=  2, true=  2, accuracy=1.00
ID=  556, predicted=  2, true=  2, accuracy=1.00
ID=  557, predicted=  2, true=  2, accuracy=1.00
ID=  558, predicted=  2, true=  2, accuracy=1.00
ID=  559, predicted=  2, true=  2, accuracy=1.00
ID=  560, predicted=  7, true=  7, accuracy=1.00
ID=  561, predicted=  7, true=  7, accuracy=1.00
ID=  562, predicted=  7, true=  7, accuracy=1.00
ID=  563, predicted=  7, true=  7, accuracy=1.00
ID=  564, predicted=  7, true=  7, accuracy=1.00
ID=  565, predicted=  7, true=  7, accuracy=1.00
ID=  566, predicted=  4, true=  7, accuracy=0.00
ID=  567, predicted=  3, true=  7, accuracy=0.00
ID=  568, predicted=  4, true=  7, accuracy=0.00
ID=  569, predicted=  4, true=  7, accuracy=0.00
ID=  570, predicted=  5, true=  5, accuracy=1.00
ID=  571, predicted=  5, true=  5, accuracy=1.00
ID=  572, predicted=  5, true=  5, accuracy=1.00
ID=  573, predicted=  5, true=  5, accuracy=1.00
ID=  574, predicted=  5, true=  5, accuracy=1.00
ID=  575, predicted=  5, true=  5, accuracy=1.00
ID=  576, predicted=  5, true=  5, accuracy=1.00
ID=  577, predicted=  5, true=  5, accuracy=1.00
ID=  578, predicted=  2, true=  2, accuracy=1.00
ID=  579, predicted=  2, true=  2, accuracy=1.00
ID=  580, predicted=  4, true=  4, accuracy=1.00
ID=  581, predicted=  4, true=  4, accuracy=1.00
ID=  582, predicted=  3, true=  4, accuracy=0.33
ID=  583, predicted=  4, true=  4, accuracy=1.00
ID=  584, predicted=  3, true=  3, accuracy=1.00
ID=  585, predicted=  3, true=  3, accuracy=1.00
ID=  586, predicted=  3, true=  3, accuracy=1.00
ID=  587, predicted=  2, true=  2, accuracy=1.00
ID=  588, predicted=  2, true=  2, accuracy=1.00
ID=  589, predicted=  7, true=  7, accuracy=1.00
ID=  590, predicted=  7, true=  7, accuracy=1.00
ID=  591, predicted=  7, true=  7, accuracy=1.00
ID=  592, predicted=  4, true=  7, accuracy=0.00
ID=  593, predicted=  7, true=  7, accuracy=1.00
ID=  594, predicted=  7, true=  7, accuracy=1.00
ID=  595, predicted=  7, true=  7, accuracy=1.00
ID=  596, predicted=  5, true=  5, accuracy=1.00
ID=  597, predicted=  5, true=  5, accuracy=1.00
ID=  598, predicted=  5, true=  5, accuracy=1.00
ID=  599, predicted=  5, true=  5, accuracy=1.00
ID=  600, predicted=  5, true=  5, accuracy=1.00
ID=  601, predicted=  5, true=  5, accuracy=1.00
ID=  602, predicted=  2, true=  2, accuracy=1.00
ID=  603, predicted=  2, true=  2, accuracy=1.00
ID=  604, predicted=  3, true=  4, accuracy=0.00
ID=  605, predicted=  3, true=  3, accuracy=1.00
ID=  606, predicted=  2, true=  2, accuracy=1.00
ID=  607, predicted=  2, true=  2, accuracy=1.00
ID=  608, predicted=  2, true=  2, accuracy=1.00
ID=  609, predicted=  2, true=  2, accuracy=1.00
ID=  610, predicted=  7, true=  7, accuracy=1.00
ID=  611, predicted=  7, true=  7, accuracy=1.00
ID=  612, predicted=  7, true=  7, accuracy=1.00
ID=  613, predicted=  7, true=  7, accuracy=1.00
ID=  614, predicted=  7, true=  7, accuracy=1.00
ID=  615, predicted=  7, true=  7, accuracy=1.00
ID=  616, predicted=  7, true=  7, accuracy=1.00
ID=  617, predicted=  7, true=  7, accuracy=1.00
ID=  618, predicted=  4, true=  7, accuracy=0.00
ID=  619, predicted=  4, true=  7, accuracy=0.00
ID=  620, predicted=  7, true=  7, accuracy=1.00
ID=  621, predicted=  7, true=  7, accuracy=1.00
ID=  622, predicted=  7, true=  7, accuracy=1.00
ID=  623, predicted=  7, true=  7, accuracy=1.00
ID=  624, predicted=  5, true=  5, accuracy=1.00
ID=  625, predicted=  5, true=  5, accuracy=1.00
ID=  626, predicted=  2, true=  2, accuracy=1.00
ID=  627, predicted=  2, true=  2, accuracy=1.00
ID=  628, predicted=  2, true=  2, accuracy=1.00
ID=  629, predicted=  2, true=  2, accuracy=1.00
ID=  630, predicted=  3, true=  3, accuracy=1.00
ID=  631, predicted=  3, true=  3, accuracy=1.00
ID=  632, predicted=  3, true=  3, accuracy=1.00
ID=  633, predicted=  3, true=  3, accuracy=1.00
ID=  634, predicted=  2, true=  2, accuracy=1.00
ID=  635, predicted=  2, true=  2, accuracy=1.00
ID=  636, predicted=  2, true=  2, accuracy=1.00
ID=  637, predicted=  7, true=  7, accuracy=1.00
ID=  638, predicted=  7, true=  7, accuracy=1.00
ID=  639, predicted=  7, true=  7, accuracy=1.00
ID=  640, predicted=  7, true=  7, accuracy=1.00
ID=  641, predicted=  7, true=  7, accuracy=1.00
ID=  642, predicted=  7, true=  7, accuracy=1.00
ID=  643, predicted=  4, true=  7, accuracy=0.00
ID=  644, predicted=  5, true=  7, accuracy=0.00
ID=  645, predicted=  7, true=  7, accuracy=1.00
ID=  646, predicted=  7, true=  7, accuracy=1.00
ID=  647, predicted=  7, true=  7, accuracy=1.00
ID=  648, predicted=  7, true=  7, accuracy=1.00
ID=  649, predicted=  5, true=  5, accuracy=1.00
ID=  650, predicted=  5, true=  5, accuracy=1.00
ID=  651, predicted=  5, true=  5, accuracy=1.00
ID=  652, predicted=  5, true=  5, accuracy=1.00
ID=  653, predicted=  2, true=  2, accuracy=1.00
ID=  654, predicted=  2, true=  2, accuracy=1.00
ID=  655, predicted=  2, true=  2, accuracy=1.00
ID=  656, predicted=  2, true=  2, accuracy=1.00
ID=  657, predicted=  2, true=  2, accuracy=1.00
ID=  658, predicted=  3, true=  3, accuracy=1.00
ID=  659, predicted=  3, true=  3, accuracy=1.00
ID=  660, predicted=  3, true=  3, accuracy=1.00
ID=  661, predicted=  3, true=  3, accuracy=1.00
ID=  662, predicted=  3, true=  3, accuracy=1.00
ID=  663, predicted=  3, true=  3, accuracy=1.00
ID=  664, predicted=  3, true=  3, accuracy=1.00
ID=  665, predicted=  7, true=  7, accuracy=1.00
ID=  666, predicted=  7, true=  7, accuracy=1.00
ID=  667, predicted=  7, true=  7, accuracy=1.00
ID=  668, predicted=  7, true=  7, accuracy=1.00
ID=  669, predicted=  7, true=  7, accuracy=1.00
ID=  670, predicted=  7, true=  7, accuracy=1.00
ID=  671, predicted=  7, true=  7, accuracy=1.00
ID=  672, predicted=  4, true=  7, accuracy=0.00
ID=  673, predicted=  5, true=  5, accuracy=1.00
ID=  674, predicted=  7, true=  7, accuracy=1.00
ID=  675, predicted=  7, true=  7, accuracy=1.00
ID=  676, predicted=  5, true=  5, accuracy=1.00
ID=  677, predicted=  5, true=  5, accuracy=1.00
ID=  678, predicted=  5, true=  2, accuracy=0.00
ID=  679, predicted=  2, true=  2, accuracy=1.00
ID=  680, predicted=  2, true=  2, accuracy=1.00
ID=  681, predicted=  2, true=  2, accuracy=1.00
ID=  682, predicted=  2, true=  2, accuracy=1.00
ID=  683, predicted=  2, true=  2, accuracy=1.00
ID=  684, predicted=  3, true=  3, accuracy=1.00
ID=  685, predicted=  3, true=  3, accuracy=1.00
ID=  686, predicted=  3, true=  3, accuracy=1.00
ID=  687, predicted=  3, true=  3, accuracy=1.00
ID=  688, predicted=  3, true=  3, accuracy=1.00
ID=  689, predicted=  3, true=  3, accuracy=1.00
ID=  690, predicted=  3, true=  3, accuracy=1.00
ID=  691, predicted=  3, true=  3, accuracy=1.00
ID=  692, predicted=  3, true=  3, accuracy=1.00
ID=  693, predicted=  7, true=  2, accuracy=0.00
ID=  694, predicted=  7, true=  2, accuracy=0.00
ID=  695, predicted=  7, true=  7, accuracy=1.00
ID=  696, predicted=  7, true=  7, accuracy=1.00
ID=  697, predicted=  7, true=  7, accuracy=1.00
ID=  698, predicted=  7, true=  7, accuracy=1.00
ID=  699, predicted=  7, true=  7, accuracy=1.00
ID=  700, predicted=  7, true=  7, accuracy=1.00
ID=  701, predicted=  7, true=  7, accuracy=1.00
ID=  702, predicted=  4, true=  7, accuracy=0.00
ID=  703, predicted=  5, true=  5, accuracy=1.00
ID=  704, predicted=  5, true=  5, accuracy=1.00
ID=  705, predicted=  5, true=  5, accuracy=1.00
ID=  706, predicted=  5, true=  5, accuracy=1.00
ID=  707, predicted=  5, true=  5, accuracy=1.00
ID=  708, predicted=  5, true=  5, accuracy=1.00
ID=  709, predicted=  5, true=  2, accuracy=0.00
ID=  710, predicted=  5, true=  2, accuracy=0.00
ID=  711, predicted=  2, true=  2, accuracy=1.00
ID=  712, predicted=  2, true=  2, accuracy=1.00
ID=  713, predicted=  2, true=  2, accuracy=1.00
ID=  714, predicted=  2, true=  2, accuracy=1.00
ID=  715, predicted=  2, true=  2, accuracy=1.00
ID=  716, predicted=  2, true=  2, accuracy=1.00
ID=  717, predicted=  3, true=  3, accuracy=1.00
ID=  718, predicted=  3, true=  3, accuracy=1.00
ID=  719, predicted=  3, true=  3, accuracy=1.00
ID=  720, predicted=  3, true=  3, accuracy=1.00
ID=  721, predicted=  3, true=  3, accuracy=1.00
ID=  722, predicted=  3, true=  3, accuracy=0.33
ID=  723, predicted=  7, true=  7, accuracy=1.00
ID=  724, predicted=  7, true=  7, accuracy=1.00
ID=  725, predicted=  7, true=  7, accuracy=1.00
ID=  726, predicted=  7, true=  7, accuracy=1.00
ID=  727, predicted=  7, true=  7, accuracy=1.00
ID=  728, predicted=  7, true=  7, accuracy=1.00
ID=  729, predicted=  7, true=  7, accuracy=1.00
ID=  730, predicted=  7, true=  7, accuracy=1.00
ID=  731, predicted=  7, true=  7, accuracy=1.00
ID=  732, predicted=  7, true=  7, accuracy=1.00
ID=  733, predicted=  7, true=  7, accuracy=1.00
ID=  734, predicted=  4, true=  7, accuracy=0.00
ID=  735, predicted=  5, true=  5, accuracy=1.00
ID=  736, predicted=  5, true=  5, accuracy=1.00
ID=  737, predicted=  7, true=  7, accuracy=1.00
ID=  738, predicted=  4, true=  4, accuracy=0.33
ID=  739, predicted=  5, true=  4, accuracy=0.00
ID=  740, predicted=  4, true=  5, accuracy=0.33
ID=  741, predicted=  7, true=  4, accuracy=0.00
ID=  742, predicted=  2, true=  2, accuracy=1.00
ID=  743, predicted=  2, true=  2, accuracy=1.00
ID=  744, predicted=  2, true=  2, accuracy=1.00
ID=  745, predicted=  2, true=  2, accuracy=1.00
ID=  746, predicted=  2, true=  2, accuracy=1.00
ID=  747, predicted=  2, true=  2, accuracy=1.00
ID=  748, predicted=  3, true=  3, accuracy=1.00
ID=  749, predicted=  3, true=  3, accuracy=1.00
ID=  750, predicted=  3, true=  3, accuracy=1.00
ID=  751, predicted=  7, true=  7, accuracy=1.00
ID=  752, predicted=  7, true=  7, accuracy=1.00
ID=  753, predicted=  7, true=  7, accuracy=1.00
ID=  754, predicted=  7, true=  7, accuracy=1.00
ID=  755, predicted=  7, true=  7, accuracy=1.00
ID=  756, predicted=  7, true=  7, accuracy=1.00
ID=  757, predicted=  7, true=  7, accuracy=1.00
ID=  758, predicted=  7, true=  7, accuracy=1.00
ID=  759, predicted=  7, true=  7, accuracy=1.00
ID=  760, predicted=  7, true=  7, accuracy=1.00
ID=  761, predicted=  3, true=  7, accuracy=0.33
ID=  762, predicted=  5, true=  5, accuracy=1.00
ID=  763, predicted=  5, true=  5, accuracy=1.00
ID=  764, predicted=  5, true=  5, accuracy=1.00
ID=  765, predicted=  5, true=  5, accuracy=1.00
ID=  766, predicted=  4, true=  4, accuracy=1.00
ID=  767, predicted=  7, true=  4, accuracy=0.00
ID=  768, predicted=  2, true=  2, accuracy=1.00
ID=  769, predicted=  2, true=  2, accuracy=1.00
ID=  770, predicted=  2, true=  2, accuracy=1.00
ID=  771, predicted=  2, true=  2, accuracy=1.00
ID=  772, predicted=  2, true=  2, accuracy=1.00
ID=  773, predicted=  3, true=  3, accuracy=1.00
ID=  774, predicted=  3, true=  3, accuracy=1.00
ID=  775, predicted=  3, true=  3, accuracy=1.00
ID=  776, predicted=  3, true=  3, accuracy=1.00
ID=  777, predicted=  3, true=  3, accuracy=1.00
ID=  778, predicted=  3, true=  3, accuracy=1.00
ID=  779, predicted=  3, true=  3, accuracy=1.00
ID=  780, predicted=  4, true=  3, accuracy=0.00
ID=  781, predicted=  7, true=  7, accuracy=1.00
ID=  782, predicted=  7, true=  7, accuracy=1.00
ID=  783, predicted=  7, true=  7, accuracy=1.00
ID=  784, predicted=  7, true=  7, accuracy=1.00
ID=  785, predicted=  7, true=  7, accuracy=1.00
ID=  786, predicted=  7, true=  7, accuracy=1.00
ID=  787, predicted=  7, true=  7, accuracy=1.00
ID=  788, predicted=  7, true=  7, accuracy=1.00
ID=  789, predicted=  7, true=  7, accuracy=1.00
ID=  790, predicted=  7, true=  7, accuracy=1.00
ID=  791, predicted=  7, true=  7, accuracy=1.00
ID=  792, predicted=  7, true=  7, accuracy=1.00
ID=  793, predicted=  5, true=  5, accuracy=1.00
ID=  794, predicted=  5, true=  5, accuracy=1.00
ID=  795, predicted=  7, true=  4, accuracy=0.00
ID=  796, predicted=  7, true=  4, accuracy=0.00
ID=  797, predicted=  2, true=  2, accuracy=1.00
ID=  798, predicted=  2, true=  2, accuracy=1.00
ID=  799, predicted=  2, true=  2, accuracy=1.00
ID=  800, predicted=  2, true=  2, accuracy=1.00
ID=  801, predicted=  2, true=  2, accuracy=1.00
ID=  802, predicted=  3, true=  3, accuracy=1.00
ID=  803, predicted=  3, true=  3, accuracy=1.00
ID=  804, predicted=  3, true=  3, accuracy=1.00
ID=  805, predicted=  3, true=  3, accuracy=1.00
ID=  806, predicted=  3, true=  4, accuracy=0.00
ID=  807, predicted=  4, true=  4, accuracy=1.00
ID=  808, predicted=  4, true=  4, accuracy=1.00
ID=  809, predicted=  7, true=  7, accuracy=1.00
ID=  810, predicted=  7, true=  7, accuracy=1.00
ID=  811, predicted=  7, true=  7, accuracy=1.00
ID=  812, predicted=  7, true=  7, accuracy=1.00
ID=  813, predicted=  7, true=  7, accuracy=1.00
ID=  814, predicted=  7, true=  7, accuracy=1.00
ID=  815, predicted=  7, true=  7, accuracy=1.00
ID=  816, predicted=  7, true=  7, accuracy=1.00
ID=  817, predicted=  7, true=  7, accuracy=1.00
ID=  818, predicted=  7, true=  7, accuracy=1.00
ID=  819, predicted=  7, true=  7, accuracy=1.00
ID=  820, predicted=  7, true=  7, accuracy=1.00
ID=  821, predicted=  4, true=  7, accuracy=0.00
ID=  822, predicted=  4, true=  7, accuracy=0.00
ID=  823, predicted=  4, true=  4, accuracy=1.00
ID=  824, predicted=  7, true=  4, accuracy=0.00
ID=  825, predicted=  2, true=  2, accuracy=1.00
ID=  826, predicted=  2, true=  2, accuracy=1.00
ID=  827, predicted=  2, true=  2, accuracy=1.00
ID=  828, predicted=  2, true=  2, accuracy=1.00
ID=  829, predicted=  3, true=  3, accuracy=1.00
ID=  830, predicted=  3, true=  3, accuracy=1.00
ID=  831, predicted=  3, true=  3, accuracy=1.00
ID=  832, predicted=  3, true=  3, accuracy=1.00
ID=  833, predicted=  3, true=  3, accuracy=1.00
ID=  834, predicted=  7, true=  7, accuracy=1.00
ID=  835, predicted=  7, true=  7, accuracy=1.00
ID=  836, predicted=  7, true=  7, accuracy=1.00
ID=  837, predicted=  7, true=  7, accuracy=1.00
ID=  838, predicted=  7, true=  7, accuracy=1.00
ID=  839, predicted=  7, true=  7, accuracy=1.00
ID=  840, predicted=  7, true=  7, accuracy=1.00
ID=  841, predicted=  7, true=  7, accuracy=1.00
ID=  842, predicted=  7, true=  7, accuracy=1.00
ID=  843, predicted=  7, true=  7, accuracy=1.00
ID=  844, predicted=  7, true=  7, accuracy=1.00
ID=  845, predicted=  7, true=  7, accuracy=1.00
ID=  846, predicted=  3, true=  7, accuracy=0.33
ID=  847, predicted=  7, true=  4, accuracy=0.00
ID=  848, predicted=  2, true=  2, accuracy=1.00
ID=  849, predicted=  2, true=  2, accuracy=1.00
ID=  850, predicted=  2, true=  2, accuracy=1.00
ID=  851, predicted=  2, true=  2, accuracy=1.00
ID=  852, predicted=  3, true=  3, accuracy=1.00
ID=  853, predicted=  3, true=  4, accuracy=0.00
ID=  854, predicted=  3, true=  4, accuracy=0.00
ID=  855, predicted=  3, true=  4, accuracy=0.00
ID=  856, predicted=  7, true=  7, accuracy=1.00
ID=  857, predicted=  7, true=  7, accuracy=1.00
ID=  858, predicted=  7, true=  7, accuracy=1.00
ID=  859, predicted=  7, true=  7, accuracy=1.00
ID=  860, predicted=  7, true=  7, accuracy=1.00
ID=  861, predicted=  7, true=  7, accuracy=1.00
ID=  862, predicted=  7, true=  7, accuracy=1.00
ID=  863, predicted=  7, true=  7, accuracy=1.00
ID=  864, predicted=  7, true=  4, accuracy=0.00
ID=  865, predicted=  7, true=  4, accuracy=0.00
ID=  866, predicted=  2, true=  2, accuracy=1.00
ID=  867, predicted=  2, true=  2, accuracy=1.00
ID=  868, predicted=  2, true=  2, accuracy=1.00
ID=  869, predicted=  7, true=  4, accuracy=0.00
ID=  870, predicted=  3, true=  3, accuracy=1.00
ID=  871, predicted=  3, true=  3, accuracy=1.00
ID=  872, predicted=  3, true=  3, accuracy=1.00
ID=  873, predicted=  3, true=  3, accuracy=1.00
ID=  874, predicted=  3, true=  4, accuracy=0.00
ID=  875, predicted=  3, true=  4, accuracy=0.00
ID=  876, predicted=  3, true=  4, accuracy=0.00
ID=  877, predicted=  7, true=  7, accuracy=1.00
ID=  878, predicted=  7, true=  7, accuracy=1.00
ID=  879, predicted=  7, true=  7, accuracy=1.00
ID=  880, predicted=  7, true=  7, accuracy=1.00
ID=  881, predicted=  7, true=  7, accuracy=1.00
ID=  882, predicted=  7, true=  7, accuracy=1.00
ID=  883, predicted=  7, true=  7, accuracy=1.00
ID=  884, predicted=  2, true=  2, accuracy=1.00
ID=  885, predicted=  2, true=  2, accuracy=1.00
ID=  886, predicted=  2, true=  2, accuracy=1.00
ID=  887, predicted=  2, true=  2, accuracy=1.00
ID=  888, predicted=  3, true=  3, accuracy=1.00
ID=  889, predicted=  3, true=  4, accuracy=0.00
ID=  890, predicted=  7, true=  7, accuracy=1.00
ID=  891, predicted=  7, true=  7, accuracy=1.00
ID=  892, predicted=  7, true=  7, accuracy=1.00
ID=  893, predicted=  7, true=  7, accuracy=1.00
ID=  894, predicted=  7, true=  7, accuracy=1.00
ID=  895, predicted=  7, true=  7, accuracy=1.00
ID=  896, predicted=  7, true=  7, accuracy=1.00
ID=  897, predicted=  7, true=  7, accuracy=1.00
ID=  898, predicted=  7, true=  4, accuracy=0.00
ID=  899, predicted=  7, true=  4, accuracy=0.00
ID=  900, predicted=  4, true=  4, accuracy=1.00
ID=  901, predicted=  2, true=  2, accuracy=1.00
ID=  902, predicted=  2, true=  2, accuracy=1.00
ID=  903, predicted=  3, true=  3, accuracy=1.00
ID=  904, predicted=  3, true=  3, accuracy=1.00
ID=  905, predicted=  3, true=  4, accuracy=0.00
ID=  906, predicted=  7, true=  7, accuracy=1.00
ID=  907, predicted=  7, true=  7, accuracy=1.00
ID=  908, predicted=  7, true=  7, accuracy=1.00
ID=  909, predicted=  7, true=  7, accuracy=1.00
ID=  910, predicted=  7, true=  7, accuracy=1.00
ID=  911, predicted=  7, true=  7, accuracy=1.00
ID=  912, predicted=  7, true=  7, accuracy=1.00
ID=  913, predicted=  7, true=  7, accuracy=1.00
ID=  914, predicted=  7, true=  7, accuracy=1.00
ID=  915, predicted=  1, true=  1, accuracy=1.00
ID=  916, predicted=  7, true=  4, accuracy=0.00
ID=  917, predicted=  4, true=  4, accuracy=1.00
ID=  918, predicted=  7, true=  4, accuracy=0.00
ID=  919, predicted=  2, true=  2, accuracy=1.00
ID=  920, predicted=  7, true=  3, accuracy=0.00
ID=  921, predicted=  3, true=  3, accuracy=1.00
ID=  922, predicted=  3, true=  4, accuracy=0.00
ID=  923, predicted=  3, true=  4, accuracy=0.00
ID=  924, predicted=  4, true=  4, accuracy=1.00
ID=  925, predicted=  4, true=  4, accuracy=1.00
ID=  926, predicted=  4, true=  4, accuracy=1.00
ID=  927, predicted=  7, true=  7, accuracy=1.00
ID=  928, predicted=  7, true=  7, accuracy=1.00
ID=  929, predicted=  7, true=  7, accuracy=1.00
ID=  930, predicted=  7, true=  7, accuracy=1.00
ID=  931, predicted=  7, true=  7, accuracy=1.00
ID=  932, predicted=  7, true=  7, accuracy=1.00
ID=  933, predicted=  7, true=  7, accuracy=1.00
ID=  934, predicted=  7, true=  7, accuracy=1.00
ID=  935, predicted=  7, true=  7, accuracy=1.00
ID=  936, predicted=  7, true=  7, accuracy=1.00
ID=  937, predicted=  7, true=  7, accuracy=1.00
ID=  938, predicted=  7, true=  7, accuracy=1.00
ID=  939, predicted=  7, true=  7, accuracy=1.00
ID=  940, predicted=  7, true=  7, accuracy=1.00
ID=  941, predicted=  1, true=  1, accuracy=1.00
ID=  942, predicted=  4, true=  4, accuracy=1.00
ID=  943, predicted=  7, true=  4, accuracy=0.00
ID=  944, predicted=  4, true=  4, accuracy=1.00
ID=  945, predicted=  3, true=  3, accuracy=1.00
ID=  946, predicted=  4, true=  4, accuracy=1.00
ID=  947, predicted=  3, true=  4, accuracy=0.00
ID=  948, predicted=  4, true=  4, accuracy=1.00
ID=  949, predicted=  7, true=  7, accuracy=1.00
ID=  950, predicted=  7, true=  7, accuracy=1.00
ID=  951, predicted=  7, true=  7, accuracy=1.00
ID=  952, predicted=  7, true=  7, accuracy=1.00
ID=  953, predicted=  7, true=  7, accuracy=1.00
ID=  954, predicted=  7, true=  7, accuracy=1.00
ID=  955, predicted=  7, true=  7, accuracy=1.00
ID=  956, predicted=  7, true=  7, accuracy=1.00
ID=  957, predicted=  7, true=  7, accuracy=1.00
ID=  958, predicted=  7, true=  7, accuracy=1.00
ID=  959, predicted=  7, true=  7, accuracy=1.00
ID=  960, predicted=  7, true=  7, accuracy=1.00
ID=  961, predicted=  7, true=  7, accuracy=1.00
ID=  962, predicted=  1, true=  1, accuracy=1.00
ID=  963, predicted=  4, true=  4, accuracy=1.00
ID=  964, predicted=  4, true=  4, accuracy=1.00
ID=  965, predicted=  7, true=  4, accuracy=0.00
ID=  966, predicted=  4, true=  7, accuracy=0.00
ID=  967, predicted=  4, true=  4, accuracy=1.00
ID=  968, predicted=  4, true=  4, accuracy=1.00
ID=  969, predicted=  7, true=  7, accuracy=1.00
ID=  970, predicted=  4, true=  4, accuracy=1.00
ID=  971, predicted=  4, true=  4, accuracy=1.00
ID=  972, predicted=  7, true=  7, accuracy=1.00
ID=  973, predicted=  7, true=  7, accuracy=1.00
ID=  974, predicted=  7, true=  7, accuracy=1.00
ID=  975, predicted=  7, true=  7, accuracy=1.00
ID=  976, predicted=  7, true=  7, accuracy=1.00
ID=  977, predicted=  7, true=  7, accuracy=1.00
ID=  978, predicted=  7, true=  7, accuracy=1.00
ID=  979, predicted=  7, true=  7, accuracy=1.00
ID=  980, predicted=  7, true=  7, accuracy=1.00
ID=  981, predicted=  1, true=  1, accuracy=1.00
ID=  982, predicted=  1, true=  1, accuracy=1.00
ID=  983, predicted=  1, true=  1, accuracy=1.00
ID=  984, predicted=  1, true=  1, accuracy=1.00
ID=  985, predicted=  7, true=  4, accuracy=0.00
ID=  986, predicted=  5, true=  7, accuracy=0.00
ID=  987, predicted=  7, true=  7, accuracy=1.00
ID=  988, predicted=  7, true=  7, accuracy=1.00
ID=  989, predicted=  4, true=  4, accuracy=1.00
ID=  990, predicted=  7, true=  7, accuracy=1.00
ID=  991, predicted=  7, true=  7, accuracy=1.00
ID=  992, predicted=  7, true=  7, accuracy=1.00
ID=  993, predicted=  3, true=  4, accuracy=0.00
ID=  994, predicted=  7, true=  4, accuracy=0.00
ID=  995, predicted=  4, true=  4, accuracy=1.00
ID=  996, predicted=  7, true=  7, accuracy=1.00
ID=  997, predicted=  7, true=  7, accuracy=1.00
ID=  998, predicted=  7, true=  7, accuracy=1.00
ID=  999, predicted=  7, true=  7, accuracy=1.00
ID= 1000, predicted=  5, true=  5, accuracy=1.00
ID= 1001, predicted=  5, true=  5, accuracy=1.00
ID= 1002, predicted=  5, true=  5, accuracy=1.00
ID= 1003, predicted=  7, true=  7, accuracy=1.00
ID= 1004, predicted=  1, true=  1, accuracy=1.00
ID= 1005, predicted=  1, true=  1, accuracy=1.00
ID= 1006, predicted=  1, true=  1, accuracy=1.00
ID= 1007, predicted=  1, true=  1, accuracy=1.00
ID= 1008, predicted=  1, true=  1, accuracy=1.00
ID= 1009, predicted=  7, true=  7, accuracy=1.00
ID= 1010, predicted=  7, true=  7, accuracy=1.00
ID= 1011, predicted=  4, true=  4, accuracy=1.00
ID= 1012, predicted=  7, true=  7, accuracy=1.00
ID= 1013, predicted=  7, true=  4, accuracy=0.00
ID= 1014, predicted=  4, true=  4, accuracy=1.00
ID= 1015, predicted=  3, true=  4, accuracy=0.00
ID= 1016, predicted=  4, true=  4, accuracy=1.00
ID= 1017, predicted=  7, true=  7, accuracy=1.00
ID= 1018, predicted=  7, true=  7, accuracy=1.00
ID= 1019, predicted=  7, true=  7, accuracy=1.00
ID= 1020, predicted=  5, true=  5, accuracy=1.00
ID= 1021, predicted=  5, true=  5, accuracy=1.00
ID= 1022, predicted=  5, true=  5, accuracy=1.00
ID= 1023, predicted=  1, true=  1, accuracy=1.00
ID= 1024, predicted=  1, true=  1, accuracy=1.00
ID= 1025, predicted=  1, true=  1, accuracy=1.00
ID= 1026, predicted=  7, true=  7, accuracy=1.00
ID= 1027, predicted=  7, true=  7, accuracy=1.00
ID= 1028, predicted=  4, true=  4, accuracy=1.00
ID= 1029, predicted=  4, true=  4, accuracy=1.00
ID= 1030, predicted=  4, true=  4, accuracy=1.00
ID= 1031, predicted=  7, true=  7, accuracy=1.00
ID= 1032, predicted=  7, true=  7, accuracy=1.00
ID= 1033, predicted=  7, true=  7, accuracy=1.00
